Factura electrónica;;;;;;;;;;;;;;;;;;;;;;;;
Generado a las 08:21hs del 1/28/2026;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
ptovta;factura;cae;fechafc;caja;cajanom;fecha;cliente;bimp;iva;importe;efectivo;merpag;tarjetas;otros;noche;hora;ticket;orden;ndoc;tdoc;id;estado;tipo;tcom
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:05;11553;11553;0;99;ZnhoVktoNFFUbDdnN1VKTE02bzFGYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
21;948;86041240615957;2026-01-25;05;CAJA 1.2;2026-01-25;A Consumidor Final;10330,58;2169,42;12500;0;0;12500;0;SA24/01/2026;02:06;11554;11554;0;99;cHZvV2tXRm1JaDg5ZTR1MXdPYTFqYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:06;11555;11555;0;99;WWxzVE9IR2Z5cFBkc2RrTUg1eVFIYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
21;949;86041240633935;2026-01-25;05;CAJA 1.2;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:06;11556;11556;0;99;cExWQVhlOTRkOFNhMzIvMUNvZ2lzcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;02:07;11557;11557;0;99;NURmMTlHbTR2MUVQV01rMER6VFZ5YVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;559;86041240636836;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;02:07;11558;11558;0;99;NDlHRHhtbmRIU2VnSVN5c3VXczZCNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
15;1372;86041240657595;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:08;11559;11559;0;99;RWZIRzVyWFNUYWVKSTBYSmk2Q3J2YVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:08;11560;11560;0;99;d09LQng2NmZMVGhJa0pDbFhtdlhlYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;62809,92;13190,08;76000;76000;0;0;0;SA24/01/2026;02:09;11561;11561;0;99;OWJrR05qSWhCaHloQ2tMcXZTd3ViNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
21;950;86041240677091;2026-01-25;05;CAJA 1.2;2026-01-25;A Consumidor Final;21694,22;4555,78;26250;0;0;26250;0;SA24/01/2026;02:09;11562;11562;0;99;bGhoSXpBcEIrWU5sMDlhMGhlUFhtS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:09;11563;11563;0;99;VUFRbU9rT0ZDUzVEM1NublZhWnpMS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;560;86041240689473;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:10;11564;11564;0;99;VXgyVHJGaWNOTDR5c1U4aXM3Ui9hcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
21;951;86041240703030;2026-01-25;05;CAJA 1.2;2026-01-25;A Consumidor Final;20661,16;4338,84;25000;0;0;25000;0;SA24/01/2026;02:10;11565;11565;0;99;OE5KQk1ibld2NTl3M3RQTG1Cbk9xNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:11;11566;11566;0;99;QWhIYURRUU1QbTMwZll3dFp0ODRhcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
9;0;0;;09;CAJA 4;2026-01-25;A Consumidor Final;0;0;0;0;0;0;0;SA24/01/2026;02:11;11567;11567;0;99;cVFWNFpiZkFzbTlRQlpXTVAwdzZnS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
15;1373;86041240730311;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;46487,6;9762,4;56250;0;0;56250;0;SA24/01/2026;02:12;11568;11568;0;99;bE10ZDRUT3pjMnhEUFZpemZxcE1McVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;62809,92;13190,08;76000;76000;0;0;0;SA24/01/2026;02:13;11569;11569;0;99;Rzg2alQ5TUU2RDhEcjU4bVpRWEhYNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:13;11570;11570;0;99;WXM4WnlmUEpGKzJYZXpEMXFaTXdacVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
17;594;86041240771429;2026-01-25;09;CAJA 4;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:14;11571;11571;0;99;L1Q0bGlUTjlpbzVKWnV0Wnc1NXFScVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:14;11572;11572;0;99;OERmUWdLWWFDS1hNcDZTbVZ6MFhSNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:15;11573;11573;0;99;bzdyMlpLMi93ZVdIeGYrQjdEK0dtNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;94214,88;19785,12;114000;114000;0;0;0;SA24/01/2026;02:16;11574;11574;0;99;eEZ0OVBEU0RPYm5oQnpmdUlvRFFPNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;561;86041240800903;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:16;11575;11575;0;99;UTRtanh6RzAyM3JsYi9aQWhucnZTNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
17;595;86041240809300;2026-01-25;09;CAJA 4;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:16;11576;11576;0;99;UEcxanJ5c3loQy9jQUM5ek50ZDFFcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:18;11577;11577;0;99;a1VpTlBJZzlxeWtwOC9wU2h4SmltS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:18;11578;11578;0;99;YlRvdWhoQUZWcXJVcVh2TDZZN2xtS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
14;1714;86041240845060;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;10330,58;2169,42;12500;0;0;12500;0;SA24/01/2026;02:18;11579;11579;0;99;RmhuVkpyQ1k1RkVMZlhoSHhhbU9SYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
18;562;86041240849213;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;9090,91;1909,09;11000;11000;0;0;0;SA24/01/2026;02:19;11580;11580;0;99;eVc1QXlqbDUwdlVEUFF0QWZlbWVUNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:19;11581;11581;0;99;K3JjQWhDWHpvREFZZkQ3WURsU2M5NlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;563;86041240857400;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;9090,91;1909,09;11000;11000;0;0;0;SA24/01/2026;02:19;11582;11582;0;99;aXRRUmFKZUNIeFo0WEJTU3NzajZLS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
15;1374;86041240857528;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:19;11583;11583;0;99;U3paai9OdlRuTWFGeU8xazUyU0lEcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
14;1715;86041240859119;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:19;11584;11584;0;99;K1hwYldKdDFkcFZvZTlOY1FiMEQyS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
18;564;86041240878127;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;9090,91;1909,09;11000;11000;0;0;0;SA24/01/2026;02:20;11585;11585;0;99;VjF1NDhxOTJFbmhIVzJaeWR5YXVzYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
14;1716;86041240882734;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:20;11586;11586;0;99;WXF0QTdWaUxCc1ladzJxV2lZMi8rcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:21;11587;11587;0;99;QkRyWUVKR2hROXg4VG5weTFWYWRRYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;16528,93;3471,07;20000;20000;0;0;0;SA24/01/2026;02:22;11588;11588;0;99;akZ4ekpRSjlDMVg2WFFuVkx0VEE0S1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;565;86041240915652;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:22;11589;11589;0;99;c0tYTkpUaGgrV1UvTWlDUTRaUnZKS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
18;566;86041240943638;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;02:23;11590;11590;0;99;MUpWWk1PN3JrcExscFcza0ZrVHhBcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
15;1375;86041240946013;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:24;11591;11591;0;99;ZkhaRjg3RVJpdzdwN2xtbHk1WmpscVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;16528,93;3471,07;20000;20000;0;0;0;SA24/01/2026;02:24;11592;11592;0;99;YnNGUW8vZy9PV0wwSU1Ia1ZOc2V4S1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;16528,93;3471,07;20000;20000;0;0;0;SA24/01/2026;02:24;11593;11593;0;99;cEI5bjBNZEZCVTdOKzI3NlFpWEZpcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;567;86041240968537;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:25;11594;11594;0;99;cFNCK3QyZllmaUNqei9yRXoyVThoYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:25;11595;11595;0;99;RUppYWFHcU50aTVtUmdGT3VjRVkxNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;56198,34;11801,66;68000;68000;0;0;0;SA24/01/2026;02:26;11596;11596;0;99;aFE2eUNDeW5NZEJ0NGFqYk9FdGVPNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;568;86041240988062;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:26;11597;11597;0;99;T0ZFa25BOUJzdE9VQ1BXdXA1UThKcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
21;952;86041240988075;2026-01-25;05;CAJA 1.2;2026-01-25;A Consumidor Final;10330,58;2169,42;12500;0;0;12500;0;SA24/01/2026;02:26;11598;11598;0;99;a0dVWExhb21pKzlvVDNFRVduTnhXS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
18;569;86041241005479;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:27;11599;11599;0;99;Ly9Ra28yUkpKZmw1T3FCMlRyN29qcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
15;1376;86041241007586;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;10330,58;2169,42;12500;0;0;12500;0;SA24/01/2026;02:27;11600;11600;0;99;dnhGZmk2SU9nb2trZXRFRTJRekJ6YVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:28;11601;11601;0;99;dU1vVmwxbVMyYlQ0Qmc5V2lkYUU0NlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;570;86041241026730;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:28;11602;11602;0;99;aUVtei9FRE5tZWd5Q0NMT0h2elBuS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:29;11603;11603;0;99;UjJoZDU0dk5FTU1tZzFRUURwM2tDNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:30;11604;11604;0;99;Zng5ZENZdmtSNi9nOFo3ZENsMzYvNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
15;1377;86041241051182;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:30;11605;11605;0;99;bDJGTE5WYTlNRE5sVmpwNUxKYWFWS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
14;1717;86041241051904;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:30;11606;11606;0;99;ckxVNHlGL2MvTUxZUitldTRQSEF4YVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:31;11607;11607;0;99;RTFrdEJNMXplS01IdE1IU0JUOVRzS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
17;596;86041241070072;2026-01-25;09;CAJA 4;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;02:31;11608;11608;0;99;N1MrdjkyTTZBRXh6bzRLTEYveExIS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
14;1718;86041241070103;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;10330,58;2169,42;12500;0;0;12500;0;SA24/01/2026;02:31;11609;11609;0;99;YVBkVkpTTUVxWGZhSDQybTliSzFnS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
21;953;86041241078614;2026-01-25;05;CAJA 1.2;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:32;11610;11610;0;99;Qk5lK3VjZm0wdndxL1FyaFpSeC9IYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:32;11611;11611;0;99;OVl6bnJ2eHpSTjc1Q1hyVVo1Z1ZTcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
17;597;86041241087459;2026-01-25;09;CAJA 4;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;02:32;11612;11612;0;99;RFdBQnh3MHlKWDVYWStTLzllNlZWS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
14;1719;86041241091480;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:33;11613;11613;0;99;bVpQbmV0VFpIdFRsdmVQcFlrTDVJYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;0;0;0;0;0;0;0;SA24/01/2026;02:33;11614;11614;0;99;cjlmdVhtMjJKNGFqNVB4dVBXV3JzNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
14;1720;86041241105125;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:34;11615;11615;0;99;RDFDNlNIa0t0K01BSlc1cWJVQ3lCYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;62809,92;13190,08;76000;76000;0;0;0;SA24/01/2026;02:34;11616;11616;0;99;cVIxeVRPRXZaOEExRGtJRTV5djJMNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:34;11617;11617;0;99;N0pncldDTzdqdURpSlcwMTBCbGNPS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;571;86041241118731;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:35;11618;11618;0;99;MlZQaERWa1Z3MTFuYytOcmtHbzlrYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
17;598;86041241119994;2026-01-25;09;CAJA 4;2026-01-25;A Consumidor Final;21694,22;4555,78;26250;0;0;26250;0;SA24/01/2026;02:35;11619;11619;0;99;WE55TlNweXdiVHhjbzZBZTkrSitzNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:35;11620;11620;0;99;azhURS84Z283VFNleEgxMnZlQ0RlS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;572;86041241153398;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:37;11621;11621;0;99;dUZ1eWJsT2Jqc2t1alFTRUcrNWo4NlNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:37;11622;11622;0;99;SjJRR0xJT2N5OFl1VmJEQWlseCtRS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;62809,92;13190,08;76000;76000;0;0;0;SA24/01/2026;02:37;11623;11623;0;99;V1h3aUQxc2lJRUJZRkxwOXlwVklncVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;573;86041241174515;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;10330,58;2169,42;12500;0;0;12500;0;SA24/01/2026;02:38;11624;11624;0;99;QmljZUlCVDhvTTk3R0Y2VUw2aXovYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:39;11625;11625;0;99;Zm1aQjNsU0JzbDVRRmJFbUFYMjFGYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;574;86041241195321;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;02:40;11626;11626;0;99;RE5HMWRZQi91YThBcmVmN3hsZXBScVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
15;1378;86041241205575;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:40;11627;11627;0;99;b2g5WkdubENhd1NBTjczOEpDeVJEYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
18;575;86041241210861;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;9090,91;1909,09;11000;11000;0;0;0;SA24/01/2026;02:41;11628;11628;0;99;QW9aai9Oc2RVVmNDZ1pwVkNRUUs3S1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;11570,25;2429,75;14000;14000;0;0;0;SA24/01/2026;02:41;11629;11629;0;99;NEN2VFV3ZW4rbjlvMW5HdHlVOVY1cVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
15;1379;86041241226409;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;5165,29;1084,71;6250;0;0;6250;0;SA24/01/2026;02:41;11630;11630;0;99;aHE4M3ZrSDZscERMdk9TNmFWS0lyNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;16528,93;3471,07;20000;20000;0;0;0;SA24/01/2026;02:41;11631;11631;0;99;aGl0M3B4ZWpsZW1sc1RPVkFPSm5FNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;576;86041241229266;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:42;11632;11632;0;99;VGQ4K214YkYwc1Blek9paGZLU2lJS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:43;11633;11633;0;99;UkJybWdvdjI5RE5CZm5vUUpvZDN4YVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;577;86041241254532;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;20661,16;4338,84;25000;0;0;25000;0;SA24/01/2026;02:43;11634;11634;0;99;TFZxUndWZjFCSGhUaUxUYmd3d2pBcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;72727,27;15272,73;88000;88000;0;0;0;SA24/01/2026;02:44;11635;11635;0;99;YWFDVWpYTXJZby9IaXBKeE5ubzFkS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
21;954;86041241265646;2026-01-25;05;CAJA 1.2;2026-01-25;A Consumidor Final;11363,64;2386,36;13750;0;0;13750;0;SA24/01/2026;02:44;11636;11636;0;99;dzJOMi9ZenROdDkvMnpVaTVYMGg1YVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;02:45;11637;11637;0;99;czNhaWlhNFllZDVLRllLbzZ5M1IxYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
18;578;86041241280529;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;10330,58;2169,42;12500;0;0;12500;0;SA24/01/2026;02:45;11638;11638;0;99;YmZDYm1zNE90Rmcyczg5YWpQaXRoYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
15;1380;86041241282709;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:45;11639;11639;0;99;eHcrNWsrbkNtZ09qWXZ5NVE3cmxMcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
15;1381;86041241294092;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:46;11640;11640;0;99;UWdYeHBYL3E4OHRjVTRTb1RPMG11cVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:46;11641;11641;0;99;WlB2dVc0TUVlWkZmQXhrOXJYemFrcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:47;11642;11642;0;99;aWNKZElrN3ZQclVXK2M2Ump6Tms3cVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
