Factura electrónica;;;;;;;;;;;;;;;;;;;;;;;;
Generado a las 08:21hs del 1/28/2026;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
ptovta;factura;cae;fechafc;caja;cajanom;fecha;cliente;bimp;iva;importe;efectivo;merpag;tarjetas;otros;noche;hora;ticket;orden;ndoc;tdoc;id;estado;tipo;tcom
19;1769;86041241376613;2026-01-25;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;24793,39;5206,61;30000;0;0;30000;0;SA24/01/2026;02:53;4580;4575;0;99;eEFoaVdDNi9TVDl1QVpLOG5LQ01jLzlSWThqN01vSEc2WFE2NHhRMDdqVT0=;aprobado;Boleterias;Factura B
19;1770;86041241384135;2026-01-25;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;0;0;10000;0;SA24/01/2026;02:53;4581;4576;0;99;NHNVWmhMZU5WanRrUkZLdndaQktSUDlSWThqN01vSEc2WFE2NHhRMDdqVT0=;aprobado;Boleterias;Factura B
19;1771;86041241389698;2026-01-25;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;0;0;10000;0;SA24/01/2026;02:54;4582;4577;0;99;V25CZ2dUUk02bldHMTk0WEN3VDBQLzlSWThqN01vSEc2WFE2NHhRMDdqVT0=;aprobado;Boleterias;Factura B
19;1772;86041241395587;2026-01-25;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;33057,85;6942,15;40000;0;0;40000;0;SA24/01/2026;02:55;4583;4578;0;99;dlBMTnA0bFNrS3lKejBIcTJCQ3ArdjlSWThqN01vSEc2WFE2NHhRMDdqVT0=;aprobado;Boleterias;Factura B
19;1773;86041241405804;2026-01-25;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;16528,93;3471,07;20000;0;0;20000;0;SA24/01/2026;02:55;4584;4579;0;99;Vk9ZbU9pcDZPSUFNVnptd3lRbTBGUDlSWThqN01vSEc2WFE2NHhRMDdqVT0=;aprobado;Boleterias;Factura B
19;1774;86041241416201;2026-01-25;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;0;0;10000;0;SA24/01/2026;02:56;4585;4580;0;99;bldKZFJzTXZWVlRJa0JlbkdGZkpXLzlSWThqN01vSEc2WFE2NHhRMDdqVT0=;aprobado;Boleterias;Factura B
19;1775;86041241426107;2026-01-25;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;16528,93;3471,07;20000;0;0;20000;0;SA24/01/2026;02:56;4586;4581;0;99;c3Q2MnA3T3hGU1ZJUWZSY1NzTm5IdjlSWThqN01vSEc2WFE2NHhRMDdqVT0=;aprobado;Boleterias;Factura B
19;1776;86041241434069;2026-01-25;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;16528,93;3471,07;20000;0;0;20000;0;SA24/01/2026;02:57;4587;4582;0;99;cGZlaTdOb0hDN0R0QkxGdFBjUzhDLzlSWThqN01vSEc2WFE2NHhRMDdqVT0=;aprobado;Boleterias;Factura B
19;1777;86041241443451;2026-01-25;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;16528,93;3471,07;20000;0;0;20000;0;SA24/01/2026;02:58;4588;4583;0;99;VS8zUU1pNVNObGJPeUNwcmFKbkdvLzlSWThqN01vSEc2WFE2NHhRMDdqVT0=;aprobado;Boleterias;Factura B
19;1778;86041241453108;2026-01-25;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;16528,93;3471,07;20000;0;0;20000;0;SA24/01/2026;02:58;4589;4584;0;99;V3lad3pINkdKQW5temhYOEN0VUJ4LzlSWThqN01vSEc2WFE2NHhRMDdqVT0=;aprobado;Boleterias;Factura B
19;1779;86041241489048;2026-01-25;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;0;0;10000;0;SA24/01/2026;03:00;4590;4585;0;99;RzgvVEZsa2hESjNlWXg0Y2ZkQkdGdjlSWThqN01vSEc2WFE2NHhRMDdqVT0=;aprobado;Boleterias;Factura B
19;1780;86041241504897;2026-01-25;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;0;0;10000;0;SA24/01/2026;03:01;4591;4586;0;99;SDEvMTg4RmtQRFpqQ2dhcHlCUlpQLzlSWThqN01vSEc2WFE2NHhRMDdqVT0=;aprobado;Boleterias;Factura B
19;1781;86041241534508;2026-01-25;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;16528,93;3471,07;20000;0;0;20000;0;SA24/01/2026;03:02;4592;4587;0;99;SFJXZ2tpTWwvOXhQQk95K2I1eGZOdjlSWThqN01vSEc2WFE2NHhRMDdqVT0=;aprobado;Boleterias;Factura B
1;0;0;;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;82644,63;17355,37;100000;0;0;100000;0;SA24/01/2026;03:11;4593;4588;0;99;ZUQ1SXl0ektaMjJKSVRXOTZwaStxZjlSWThqN01vSEc2WFE2NHhRMDdqVT0=;sin enviar;Boleterias;0
1;0;0;;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;82644,63;17355,37;100000;0;0;100000;0;SA24/01/2026;03:11;4594;4589;0;99;akVmNm5XVDVKcmwxMDFMUUtGSXlkdjlSWThqN01vSEc2WFE2NHhRMDdqVT0=;sin enviar;Boleterias;0
1;0;0;;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;82644,63;17355,37;100000;0;0;100000;0;SA24/01/2026;03:12;4595;4590;0;99;c0d0VEV2SjZ5NUdGVTNjUitxNkFTUDlSWThqN01vSEc2WFE2NHhRMDdqVT0=;sin enviar;Boleterias;0
1;0;0;;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;82644,63;17355,37;100000;0;0;100000;0;SA24/01/2026;03:12;4596;4591;0;99;Qk56MHMrYXBMQ0p3aVlwcWo2RUN0LzlSWThqN01vSEc2WFE2NHhRMDdqVT0=;sin enviar;Boleterias;0
1;0;0;;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;82644,63;17355,37;100000;0;0;100000;0;SA24/01/2026;03:13;4597;4592;0;99;YU15eFJKL3BLT3FNWFlPY0xpdmMwdjlSWThqN01vSEc2WFE2NHhRMDdqVT0=;sin enviar;Boleterias;0
1;0;0;;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;82644,63;17355,37;100000;0;0;100000;0;SA24/01/2026;03:14;4598;4593;0;99;Ti91SDBPRmR6L0V3M3NwNDBweWtYZjlSWThqN01vSEc2WFE2NHhRMDdqVT0=;sin enviar;Boleterias;0
1;0;0;;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;82644,63;17355,37;100000;0;0;100000;0;SA24/01/2026;03:14;4599;4594;0;99;N3JzNmZjcHdLb3FSdmNwak1iMEpnUDlSWThqN01vSEc2WFE2NHhRMDdqVT0=;sin enviar;Boleterias;0
1;0;0;;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;82644,63;17355,37;100000;0;0;100000;0;SA24/01/2026;03:15;4600;4595;0;99;aGFSV2RpL1VCbmhaWE1QcDBhNDFOZjlSWThqN01vSEc2WFE2NHhRMDdqVT0=;sin enviar;Boleterias;0
1;0;0;;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;82644,63;17355,37;100000;0;0;100000;0;SA24/01/2026;03:15;4601;4596;0;99;RnFjdXErRGhqMmVkdUc3aWYwaHMzZjlSWThqN01vSEc2WFE2NHhRMDdqVT0=;sin enviar;Boleterias;0
1;0;0;;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;82644,63;17355,37;100000;0;0;100000;0;SA24/01/2026;03:16;4602;4597;0;99;VnBoWUVmZXIreWw3VHl1eFBFTC9HUDlSWThqN01vSEc2WFE2NHhRMDdqVT0=;sin enviar;Boleterias;0
1;0;0;;01;BOLETERIA  GENERAL 1;2026-01-25;A Consumidor Final;82644,63;17355,37;100000;0;0;100000;0;SA24/01/2026;03:16;4603;4598;0;99;NmF6RW1tYkw5NmpHU2FuaHJINDllUDlSWThqN01vSEc2WFE2NHhRMDdqVT0=;sin enviar;Boleterias;0
9;0;0;;09;CAJA 4;2026-01-25;A Consumidor Final;0;0;0;0;0;0;0;SA24/01/2026;00:00;11487;11487;0;99;ZEhpZXdGZFVvYldBLzErWll6Nk5uNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
9;0;0;;09;CAJA 4;2026-01-25;A Consumidor Final;0;0;0;0;0;0;0;SA24/01/2026;00:00;11488;11488;0;99;Tm5KZG0wZ2JOSzJQd3luZzEzMGlyS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
9;0;0;;09;CAJA 4;2026-01-25;A Consumidor Final;0;0;0;0;0;0;0;SA24/01/2026;00:00;11489;11489;0;99;SlJ6OTN1RVlRUjVLZzVTeWV6RGtjS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
9;0;0;;09;CAJA 4;2026-01-25;A Consumidor Final;0;0;0;0;0;0;0;SA24/01/2026;00:41;11490;11490;0;99;N3lBZmN5czdpZW83QjdVMXRGZkJ0cVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;0;0;0;0;0;0;0;SA24/01/2026;00:42;11491;11491;0;99;TUVCTlVCdVRWZXp3c2xqT0Nqa1FmNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;0;0;0;0;0;0;0;SA24/01/2026;00:42;11492;11492;0;99;YkM3RndtZlE5ZHEzODhoUVJyVFU4S1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;0;0;0;0;0;0;0;SA24/01/2026;00:43;11493;11493;0;99;azdOR1VWaW1FZWNlOW5tUHo4VTY5cVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;0;0;0;0;0;0;0;SA24/01/2026;00:43;11494;11494;0;99;TXlZWjQwODYrQkQ2elZFaEMzbXBQYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;0;0;0;0;0;0;0;SA24/01/2026;00:43;11495;11495;0;99;WHRkZzJ5T25TclNDaEpXQlR3UG9HS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;0;0;0;0;0;0;0;SA24/01/2026;00:43;11496;11496;0;99;cjlJWFBVcTBKZVU3TWt2MXE5VFdXNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
15;1367;86041239454000;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;10330,58;2169,42;12500;0;0;12500;0;SA24/01/2026;01:14;11497;11497;0;99;ellCOXpLc2x4M2pieGRid1dLY1paNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
14;1707;86041239511764;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;01:17;11498;11498;0;99;eHJUOGwyMkNuN3RwTTYrRWtJOS9sS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
14;1708;86041239617872;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;01:21;11499;11499;0;99;ZUE0d2VFSnNBQ3MyaGs3OHJZUUk3YVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
21;944;86041239640866;2026-01-25;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:21;11500;11500;0;99;dnlWa2tEOGJ0K0Z4d1MxK2FDaTQzS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;56198,34;11801,66;68000;68000;0;0;0;SA24/01/2026;01:23;11501;11501;0;99;Rkh5VGdGdGg3V3lmUFdBdUNHQlQyNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:26;11502;11502;0;99;b0l0c25DRXI1NUxNUmxySXFSNUxOcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:31;11503;11503;0;99;T2NJeWVjT0t5bmErdTFDeS8vUXlSNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;01:32;11504;11504;0;99;cW5takx5cHJEclIwS2JoOEUrLzMwcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;62809,92;13190,08;76000;76000;0;0;0;SA24/01/2026;01:33;11505;11505;0;99;RXkxQTlwczcxb1duakJHSnYramk2cVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
15;1368;86041239947411;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;15495,87;3254,13;18750;0;0;18750;0;SA24/01/2026;01:34;11506;11506;0;99;WEVKejhEVXVSTnRZNy9IZWphaVllcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;01:36;11507;11507;0;99;aGhMQXhKeEV2Qlp3cnJ3cVZPdDJwS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
14;1709;86041239991326;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;01:36;11508;11508;0;99;MEFITGNqcHhHMkpIMERKT0VISDJuYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
21;945;86041240005295;2026-01-25;05;CAJA 1.2;2026-01-25;A Consumidor Final;5165,29;1084,71;6250;0;0;6250;0;SA24/01/2026;01:37;11509;11509;0;99;azF1cHpOeDFtM0NiNVBscDB5UlBwNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:37;11510;11510;0;99;MFpSajVDa3BuVzVrcUJKcm5EK3JlcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
9;0;0;;09;CAJA 4;2026-01-25;A Consumidor Final;0;0;0;0;0;0;0;SA24/01/2026;01:38;11511;11511;0;99;OHlLeXVwTXN2d0NOcW5WUWQrRzMyS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;01:38;11512;11512;0;99;TUdVNTRkb0tnMEFpUnBCeEp2cGRZcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;62809,92;13190,08;76000;76000;0;0;0;SA24/01/2026;01:38;11513;11513;0;99;Z2djY0lqcFh5K3hDeXVkS1NSdDNuS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:41;11514;11514;0;99;dzE2RkNqc1ZmSGNQVWlNcnQzT0Q2cVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:41;11515;11515;0;99;MTljZnQwM0tyOE1QbW1UWXBja3BTS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:42;11516;11516;0;99;eExpVld3Y2F0YlJaQTdJNlpTZjdXYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
21;946;86041240152139;2026-01-25;05;CAJA 1.2;2026-01-25;A Consumidor Final;10330,58;2169,42;12500;0;0;12500;0;SA24/01/2026;01:42;11517;11517;0;99;V3ZZNFRSS0RnOHFJS2RRdjlkbFZFcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:42;11518;11518;0;99;WWR0TFlmbHFGaWZCVjJsejM1WWgyNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:43;11519;11519;0;99;bGoyWGNvQ3ZoZ0dLS05SRXZPbzB6S1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:43;11520;11520;0;99;SnBIcFowemtBb3prc3lOQ1pqMGs1NlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:43;11521;11521;0;99;R1E0bERsQ2FrZkdhQk1JcTZ5R29rYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:45;11522;11522;0;99;dXVFdEFrVUV1TENlcmMySFp1NGhJYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
14;1710;86041240211057;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;10330,58;2169,42;12500;0;0;12500;0;SA24/01/2026;01:45;11523;11523;0;99;Mysxb1ZCQVhqYUFMVHhPb1VxWW4wS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:46;11524;11524;0;99;Si81YitPL2s1eWdmZElXSmpQcDdVYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;11570,25;2429,75;14000;14000;0;0;0;SA24/01/2026;01:46;11525;11525;0;99;UzhHYmpjemV1cGwxWllBMnJBMm5NYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:46;11526;11526;0;99;ZFlKbjRiTnovVC82UzB0OEYzQi9LNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;4132,23;867,77;5000;5000;0;0;0;SA24/01/2026;01:46;11527;11527;0;99;TGF4d01LdDY2bWwwTHdGeWhxeVpBNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:49;11528;11528;0;99;TVF4NmEzSHJlRFNia2lxdG82OWphNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
15;1369;86041240286854;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;20661,16;4338,84;25000;0;0;25000;0;SA24/01/2026;01:49;11529;11529;0;99;WUtHODhhOTdwNStaOUlXSFRzUGNxcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;01:50;11530;11530;0;99;NlRMZlduL1RYQzRRcHdTb3lhSzh1cVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:50;11531;11531;0;99;eCs3eDZua0RkTmtaZEFjTjNHSllzNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
14;1711;86041240331267;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;10330,58;2169,42;12500;0;0;12500;0;SA24/01/2026;01:51;11532;11532;0;99;dmtPR0YyZS9EVEZjUVRuY3E1VWVuYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:51;11533;11533;0;99;azY3L0Q5eFIrSGNtNGdEOUpIa2FpNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;01:52;11534;11534;0;99;Yno1dmNsbHlUVzAxUVRPVGJhVDhWcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;36363,64;7636,36;44000;44000;0;0;0;SA24/01/2026;01:54;11535;11535;0;99;MGh0WTZ3RTZ0aHkwRlhtN2lvSHJRcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:56;11536;11536;0;99;Snl6emlFNDhnYVl2bm10RjRTTHFaS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;01:57;11537;11537;0;99;cFVBYUZncEpjM3gyZ1NyU1ZUdzg1NlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:57;11538;11538;0;99;UXpOZE1UM1l3eEZnTE05VWE5cTF6NlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;01:57;11539;11539;0;99;aFZZZWZCaE1MVXBWU0FkY0pweSsrS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;16528,93;3471,07;20000;20000;0;0;0;SA24/01/2026;01:58;11540;11540;0;99;ejcvQldlS0FtMGNIOG9WcWtITXpMNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:58;11541;11541;0;99;dWFQSTZaZVJvWXJ1blVIckp3U0NOS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;01:59;11542;11542;0;99;TlgwM2puQy91SzZwU296R2lxYVdlS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
15;1370;86041240472827;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;8264,46;1735,54;10000;10000;0;0;0;SA24/01/2026;01:59;11543;11543;0;99;SkZYZEFXY0ZlYXhnbUducm1OZ0NWYVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
14;1712;86041240494561;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;21694,21;4555,79;26250;0;0;26250;0;SA24/01/2026;02:00;11544;11544;0;99;a1RwQ2w2VDR1aDJzRko3cDVZUkRpNlNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
15;1371;86041240533454;2026-01-25;03;CAJA 2;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:01;11545;11545;0;99;U3A0S1ErVEwyamtlUyt1djczQld5S1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
2;0;0;;02;CAJA 1;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:02;11546;11546;0;99;TXBvMXlDdzFlVTN4bWR4U2luYXBVS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:02;11547;11547;0;99;MG1meWV0Qy8zbE40aHRFK2kyekl6YVNpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
5;0;0;;05;CAJA 1.2;2026-01-25;A Consumidor Final;31404,96;6595,04;38000;38000;0;0;0;SA24/01/2026;02:03;11548;11548;0;99;UURJSDJ5ZWh2bkNnV1hydW11dS9xS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
3;0;0;;03;CAJA 2;2026-01-25;A Consumidor Final;62809,92;13190,08;76000;76000;0;0;0;SA24/01/2026;02:03;11549;11549;0;99;NnNkdUh3YUp1eURLSDRWNzdHNVY0S1NpMmw4RGlQOTRST01wNGFBNkExOD0=;sin enviar;Barras;0
14;1713;86041240580391;2026-01-25;02;CAJA 1;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:04;11550;11550;0;99;YUdTYkx0M0QwRWtiU0l0QTBZWkNkcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
21;947;86041240595645;2026-01-25;05;CAJA 1.2;2026-01-25;A Consumidor Final;10330,58;2169,42;12500;0;0;12500;0;SA24/01/2026;02:05;11551;11551;0;99;QUhGUGxQMUhpeXBSTjF2Uy9wRlFTS1NpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
18;558;86041240612629;2026-01-25;10;CAJA 5;2026-01-25;A Consumidor Final;39256,2;8243,8;47500;0;0;47500;0;SA24/01/2026;02:05;11552;11552;0;99;NnpsTld3eS8xTUtZYktEVzViT05HcVNpMmw4RGlQOTRST01wNGFBNkExOD0=;aprobado;Barras;Factura B
