FACTURACION-ELECTRONICA - Total
Factura electrónica - Todas;;;;;;;;;;;;;;;;;;;;;;;;
15;14;75207483947048;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;02:47;334;334;0;99;ZWZIV0pRK3pZeTdibFpIdVcwckp5d05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;15;75207483982427;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;02:49;338;338;0;99;YWliTDBtSk4reExsbnMvOG1ZbllGd05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;16;75207484040882;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;02:53;344;344;0;99;QXE5c2NPNzVIek5ReUJyb3JleXZZZ05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;17;75207484080091;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;02:55;350;350;0;99;OWtDblFEVGR0UGNzemFKMUFJQUlGZ05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;18;75207484141199;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;02:58;358;358;0;99;TFM2WENnSFFoZUNsZ2dmUW1GcFM4Z05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;20;75207484242184;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:02;365;365;0;99;czVqakVyWmtJSzFxY1NhNHRPL3NTQU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;21;75207484304225;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:05;375;375;0;99;cHU5VUVxajhobkFzcXBDNFhzQUV4UU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;24;75207484390710;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:10;388;388;0;99;dldHdWNhQmNYQU9iOGxnQWRITVE4d05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;26;75207484428159;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:12;397;397;0;99;M2s0SThtM284UXZXRkpnQVUxUDA1UU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;27;75207484445796;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:14;400;400;0;99;VEY3Unk3S3doMmdlcEZ3T2tSL2ZnZ05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;29;75207484514447;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:16;411;411;0;99;QnY5aHJ3V1hyaU9FSFR0RmF0RzdRZ05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
